rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
1408,24.4,Orange Tree Financial Services,,tier_4,1,94,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1409,24.4,Robinson Financial Planning Limited,,tier_4,1,99,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1410,24.4,Lethbridge Wealth Management,,tier_4,1,70,0,fa_restricted,02035510160,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1411,24.4,Hugo Craggs Wealth Management,,tier_4,1,62,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1412,24.4,Howe Financial Advisers,,tier_4,1,64,0,fa_restricted,02081667217,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1413,24.4,Chromatic Wealth Management,,tier_4,1,47,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1414,24.4,Mike Lumley Financial Solutions,,tier_4,1,48,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1415,24.4,Agile Life Financial Planning,,tier_4,1,74,0,fa_restricted,01273434285,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1416,24.4,Solasta Wealth Management,,tier_4,1,48,0,fa_restricted,02081667217,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1417,24.4,Vivid Financial Planning Limited,,tier_4,1,71,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1418,24.4,Barnes Robertson Financial Planning,,tier_4,1,55,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1419,24.4,Tom Williams Wealth Management,,tier_4,1,22,0,fa_restricted,02081667217,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1420,24.4,Lombard Wealth Associates Limited,,tier_4,1,47,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1421,24.4,Harris Associates W M Ltd,,tier_4,1,44,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1422,24.4,Davis-Skeggs Wealth Management,,tier_4,1,36,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1423,24.4,Bicknell Financial Planning,,tier_4,1,38,0,fa_restricted,01184430189,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1424,24.4,Ben Ricketts Wealth Management Ltd,,tier_4,1,46,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1425,24.4,Ashridge Wealth Management Limited,,tier_4,1,40,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1426,24.4,P&C Lifetime Partners Ltd,,tier_4,1,46,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1427,24.4,Gaeton Financial Planning,,tier_4,1,31,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1428,24.4,IM Financial Planning,,tier_4,1,32,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1429,24.4,Invictus Wealth Consultants Limited,,tier_4,1,31,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1430,24.4,Earlswood Wealth Management,,tier_4,1,37,0,fa_restricted,02035510160,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1431,24.4,Tanna Lifestyle Financial Planning,,tier_4,1,32,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1432,24.4,AJG Wealth Management Limited,,tier_4,1,27,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1433,24.4,Newsome Wealth Management Ltd,,tier_4,1,37,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1434,24.4,JMS Wealth Management,,tier_4,1,29,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1435,24.4,Edginton Stanley Wealth Management,,tier_4,1,23,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1436,24.4,Thames Wealth Management,,tier_4,1,20,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1437,24.4,Guppy Wealth Management Ltd,,tier_4,1,20,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1438,24.4,Gareth Whitehead Financial Solutions,,tier_4,1,30,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1439,24.4,Calver Wealth Management,,tier_4,1,74,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1440,24.4,Theocsbury Financial,,tier_4,1,41,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1441,24.4,Grayson Lewis Financial Planning,,tier_4,1,71,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1442,24.4,MI Wealth Consultancy Limited,,tier_4,1,47,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1443,24.4,"Zenith Financial Planning Limited, Partner Practice of St. James’s Place Wealth Management",,tier_4,1,67,0,fa_restricted,01157740279,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1444,24.4,Rogers Wealth Management Ltd.,,tier_4,1,44,0,fa_restricted,01157740081,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1445,24.4,Castle Green Financial Planning,,tier_4,1,27,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1446,24.4,Nazia Haque Wealth Management Ltd,,tier_4,1,22,0,fa_restricted,01613000019,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1447,24.4,Hartford Wealth,,tier_4,1,75,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1448,24.4,Kirkpatrick Financial Management,,tier_4,1,27,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1449,24.4,Fearndale Wealth Management - AR of St James's Place,,tier_4,1,31,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1450,24.4,Pearwood Financial Planning,,tier_4,1,57,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1451,24.4,Nicola Page Financial Solutions Ltd,,tier_4,1,54,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1452,24.4,Joanne Gott Associates,,tier_4,1,62,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1453,24.4,Klara Wealth,,tier_4,1,46,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1454,24.4,Dowes Wealth Management Limited,,tier_4,1,37,0,fa_restricted,01132385300,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1455,24.4,West Park Financial Planning Ltd,,tier_4,1,23,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1456,24.4,Inspire Financial North East,,tier_4,1,61,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1457,24.4,Balatoni Wealth Management,,tier_4,1,54,0,fa_restricted,01312680823,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1458,24.4,McLean & Partners Wealth Management,,tier_4,1,70,0,fa_restricted,01312680099,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1459,24.4,T R Barbour Financial Planning Ltd,,tier_4,1,45,0,fa_restricted,01312680014,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1460,24.4,Strategic Wealth Solutions Ltd,,tier_4,1,75,0,fa_restricted,01312680409,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1461,24.4,Sandford House Financial Planning,,tier_4,1,20,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1462,24.4,Harry Robinson Wealth Management Ltd,,tier_4,1,75,0,fa_restricted,02922279218,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1463,24.4,Major Oak Wealth Management,,tier_4,1,52,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1464,24.4,Sage Wealth Management Ltd,,tier_4,1,26,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1465,24.4,Sarah Quirk Wealth Associates,,tier_4,1,57,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1466,24.4,Westgate Wealth Management Limited,,tier_4,1,30,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1467,24.4,Portsdown Wealth Management,,tier_4,1,25,0,fa_restricted,02380200351,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1468,24.4,Ben James Wealth Management,,tier_4,1,35,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1469,24.4,Rebecca Kingwell Financial Planning,,tier_4,1,26,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1470,24.4,Woodward Financial Planning,,tier_4,1,24,0,fa_restricted,01184430016,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1471,24.4,Roxburgh Financial Planning Ltd,,tier_4,1,20,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1472,24.4,Sullivan & Co. Financial Planning,,tier_4,1,41,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1473,24.4,Ian Brightwell Financial Planning Limited,,tier_4,1,57,0,fa_restricted,03300388941,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1474,24.4,TS Financial Planning Ltd,,tier_4,1,28,0,fa_restricted,01603280183,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1475,24.4,Bentley Financial Planning Ltd,,tier_4,1,30,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1476,24.4,Piper Wealth Management LTD,,tier_4,1,27,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1477,24.4,Andrews Wealth Ltd,,tier_4,1,35,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1478,24.4,Macintyre Wealth Management Ltd,,tier_4,1,71,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1479,24.4,DS MC Dermott Financial Planning LTD,,tier_4,1,51,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1480,24.2,Best Direct Finance Ltd,,tier_4,1,80,1,mortgage_adviser,02081668476,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1481,24.2,Brick2Brick Mortgage Solutions Ltd,,tier_4,1,99,1,mortgage_adviser,02035446810,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1482,24.2,Jordan International Bank Plc,,tier_4,1,28,1,mortgage_limited,02035510160,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1483,24.2,Custom Mortgages & Finance,,tier_4,1,99,1,mortgage_adviser,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1484,24.2,Primo Mortgage and Protection,,tier_4,1,79,1,mortgage_adviser,02081667217,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1485,24.2,The Mortgage Merchant,,tier_4,1,72,1,mortgage_limited,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1486,24.2,King Property Finance Ltd,,tier_4,1,87,1,mortgage_adviser,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1487,24.2,AP Mortgages,,tier_4,1,65,1,mortgage_limited,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1488,24.2,Finsbury Financial,,tier_4,1,65,1,mortgage_limited,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1489,24.2,Bespoke Mortgage Services Limited,,tier_4,1,44,1,mortgage_limited,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1490,24.2,My Local Mortgage Advisor,,tier_4,1,98,1,mortgage_adviser,02035446810,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1491,24.2,JVA Mortgages,,tier_4,1,80,1,mortgage_adviser,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1492,24.2,Topaz Financial Planning LTD,,tier_4,1,93,1,mortgage_adviser,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1493,24.2,DFS Financial Services Limited,,tier_4,1,81,1,mortgage_adviser,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1494,24.2,MyMny Ltd,,tier_4,1,94,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1495,24.2,R3 Mortgages Limited,,tier_4,1,57,1,mortgage_adviser,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1496,24.2,LRG Financial Services Limited,,tier_4,1,74,1,mortgage_adviser,01184430388,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1497,24.2,Encore Mortgages,,tier_4,1,80,1,mortgage_adviser,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1498,24.2,Wensons Legacy,,tier_4,1,53,1,financial_coach,02035446810,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1499,24.2,The Surrey Mortgage Company Limited,,tier_4,1,22,1,mortgage_limited,02081667217,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1500,24.2,Wise Monkey Financial Coaching,,tier_4,1,20,1,financial_coach,01273767211,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1501,24.2,"Mortgage, Loan & Equity Release Shop Limited",,tier_4,1,46,1,mortgage_adviser,02081668476,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1502,24.2,Home Capital Wealth Limited,,tier_4,1,20,1,mortgage_adviser,02035510160,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1503,24.2,Hayden Kilkelly Independent Financial Advisors Ltd,,tier_4,1,37,1,mortgage_adviser,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1504,24.2,All Things Mortgages,,tier_4,1,89,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1505,24.2,Altrincham Mortgages,,tier_4,1,48,1,mortgage_adviser,01612198576,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1506,24.2,MASONS INDEPENDENT FINANCIAL ADVISERS (MASONS IFA),,tier_4,1,99,1,mortgage_adviser,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1507,24.2,All Kinds of Mortgages,,tier_4,1,29,1,mortgage_adviser,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1508,24.2,Leah Making Mortgages Simple,,tier_4,1,23,1,mortgage_adviser,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1509,24.2,Right Choice Mortgages,,tier_4,1,63,1,mortgage_limited,01612198546,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1510,24.2,Worthy Mortgages,,tier_4,1,74,1,mortgage_adviser,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1511,24.2,Bee Mortgage Solutions Ltd,,tier_4,1,86,1,mortgage_adviser,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1512,24.2,MSM Hexagon Ltd,,tier_4,1,33,1,mortgage_limited,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1513,24.2,LMC Mortgage Solutions,,tier_4,1,66,1,mortgage_adviser,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1514,24.2,Christine Paton Mortgage Solutions,,tier_4,1,57,1,mortgage_limited,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1515,24.2,Alexander Bell Limited,,tier_4,1,45,1,mortgage_limited,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1516,24.2,Time Mortgage Experts Limited,,tier_4,1,21,1,mortgage_limited,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1517,24.2,Wellstech Financial Ltd t/a GroWiser Financial Coaching,,tier_4,1,53,1,financial_coach,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1518,24.2,Top Dog Mortgage Company,,tier_4,1,29,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1519,24.2,Collar Mortgage Services,,tier_4,1,78,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1520,24.2,Home Group Financial Ltd,,tier_4,1,67,1,mortgage_limited,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1521,24.2,Cornerstone Finance Group,,tier_4,1,29,1,mortgage_adviser,02920538418,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1522,24.2,Mark Lloyd Mortgages,,tier_4,1,21,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1523,24.2,Emerald Financial Experts,,tier_4,1,28,1,mortgage_adviser,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1524,24.2,Venture Mortgages and Protection,,tier_4,1,75,1,mortgage_adviser,01164489290,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1525,24.2,The Mortgage Clinic,,tier_4,1,49,1,mortgage_adviser,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1526,24.2,DK Financial Services Ltd,,tier_4,1,95,1,mortgage_adviser,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1527,24.2,Woolgar & Turner Mortgages,,tier_4,1,60,1,mortgage_adviser,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1528,24.2,Horizon Mortgages and Protection Ltd,,tier_4,1,70,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1529,24.2,Simon Karande Ltd,,tier_4,1,26,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1530,24.2,Chelsea Hardie Mortgage Solutions,,tier_4,1,91,1,mortgage_limited,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1531,24.2,Thompson Jenner Financial Services,,tier_4,1,35,1,mortgage_adviser,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1532,24.2,Keevelia Mortgage Solutions Limited,,tier_4,1,73,1,mortgage_limited,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1533,24.2,Lavender Mortgages,,tier_4,1,90,1,mortgage_limited,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1534,24.2,Spalding Mortgage Solutions Ltd,,tier_4,1,46,1,mortgage_limited,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1535,24.2,Dean Vaughan Mortgages,,tier_4,1,45,1,mortgage_adviser,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,20,,,False,,,
1536,23.6,Chartwell Financial Planning,,tier_4,1,12,1,fa_restricted,03300388941,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1537,23.6,Floreat Finance,,tier_4,1,15,1,fa_restricted,02035446810,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1538,23.6,Maple Leaf Financial Services Limited,,tier_4,1,13,1,fa_restricted,02081667217,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1539,23.6,Lucro Wealth Management,,tier_4,1,14,1,fa_restricted,03300388939,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1540,23.6,PFP Wealth Group Ltd,,tier_4,1,13,1,fa_restricted,03300388940,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1541,23.6,Oval Wealth Partners,,tier_4,1,11,1,fa_restricted,02081668476,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1542,23.6,Pax Mentis Advice,,tier_4,1,10,1,fa_restricted,02035446810,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1543,23.6,SCC Financial,,tier_4,1,10,1,fa_restricted,03300388941,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1544,23.6,Kitty Cao Financial Planning,,tier_4,1,10,1,fa_restricted,02035510160,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1545,23.6,Kelly Private Wealth Ltd,,tier_4,1,11,1,fa_restricted,03300388942,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1546,23.6,Albert & Mae Wealth Management,,tier_4,1,15,1,fa_restricted,03300388939,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1547,23.6,Heather Hiley Financial Planning,,tier_4,1,17,1,fa_restricted,03300388938,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1548,23.6,FD Cummins Financial Planning Limited,,tier_4,1,17,1,fa_restricted,03300388940,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1549,23.6,Dove Stone Financial Solutions,,tier_4,1,14,1,fa_restricted,01612198576,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1550,23.6,Nordis Financial Planning Ltd,,tier_4,1,13,1,fa_restricted,03300388942,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1551,23.6,Oakland Wealth Consultants Ltd,,tier_4,1,12,1,fa_restricted,03300388938,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1552,23.6,Hattersley Financial Planning Ltd,,tier_4,1,12,1,fa_restricted,03300388938,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1553,23.6,M.R.C Financial Planning Ltd,,tier_4,1,10,1,fa_restricted,01612198576,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1554,23.6,EJM Wealth Consultancy,,tier_4,1,17,1,fa_restricted,01134279378,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1555,23.6,Fewell Wealth Management Limited,,tier_4,1,14,1,fa_restricted,03300388942,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1556,23.6,Eccles Greenwood Financial Planning LLP,,tier_4,1,15,1,fa_restricted,03300388939,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1557,23.6,Delton Hall Financial Planning,,tier_4,1,12,1,fa_restricted,03300388938,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1558,23.6,McPherson Wealth Ltd,,tier_4,1,14,1,fa_restricted,03300388938,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1559,23.6,Hedley Wealth & Financial Planning Ltd,,tier_4,1,14,1,fa_restricted,03300388939,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1560,23.6,Amjen Financial Planning,,tier_4,1,10,1,fa_restricted,01312680014,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1561,23.6,Nadia Enver Financial Planning,,tier_4,1,16,1,fa_restricted,03300388942,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1562,23.6,VMG financial planning,,tier_4,1,18,1,fa_restricted,03300388941,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1563,23.6,Andy Cole Financial Planning,,tier_4,1,19,1,fa_restricted,03300388941,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1564,23.6,Hill & Co Financial Advisers Ltd,,tier_4,1,12,1,fa_restricted,03300388940,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1565,23.6,Samantha Townsend Wealth Management,,tier_4,1,15,1,fa_restricted,03300388940,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
1566,23.6,Blanchford Financial Services Limited,,tier_4,1,15,1,fa_restricted,03300388938,,,1,0.38,9,50,0,multi_asset_cautious,25,,,False,,,
